t2.large,c5.2xlarge,g4dn.xlarge,ssee,estimated_makespan,true_makespan,err
11,2,3,2,25000,10660,134.5
4,4,3,2,25000,10599,135.9
13,0,3,2,25000,10681,134.1
7,2,3,2,25000,10629,135.2
9,2,3,2,25000,10622,135.4
10,1,3,2,25000,10649,134.8
9,4,3,2,25000,10642,134.9
6,4,3,2,25000,10635,135.1
12,0,3,2,25000,10642,134.9
7,4,3,2,25000,10655,134.6
8,3,3,2,25000,10591,136.0
8,2,3,2,25000,10651,134.7
7,3,3,2,25000,10644,134.9
5,3,3,2,25000,10622,135.4
6,3,3,2,25000,10643,134.9
12,1,3,2,25000,10644,134.9
10,2,3,2,25000,10674,134.2
8,4,3,2,25000,10639,135.0
9,3,3,2,25000,10625,135.3
5,4,3,2,25000,10593,136.0
11,1,3,2,25000,10665,134.4
3,4,3,2,25000,10592,136.0
10,3,3,2,25000,10697,133.7
7,4,2,3,25000,10584,136.2
9,2,2,3,25000,10668,134.3
8,3,2,3,25000,10642,134.9
3,0,3,3,25000,10573,136.5
4,0,3,3,25000,10579,136.3
11,3,2,3,25000,10680,134.1
10,0,3,3,25000,10649,134.8
6,3,2,3,25000,10622,135.4
13,0,2,3,25000,10694,133.8
7,2,2,3,25000,10612,135.6
10,3,2,3,25000,10666,134.4
9,1,2,3,25000,10601,135.8
4,1,3,3,25000,10605,135.7
3,2,3,3,25000,10615,135.5
6,2,2,3,25000,10595,136.0
0,4,3,3,25000,10522,137.6
7,3,2,3,25000,10653,134.7
0,3,3,3,25000,10504,138.0
12,0,2,3,25000,10645,134.9
6,0,3,3,25000,10597,135.9
12,2,2,3,25000,10658,134.6
5,3,2,3,25000,10625,135.3
12,1,2,3,25000,10653,134.7
8,0,3,3,25000,10663,134.5
3,3,3,3,25000,10570,136.5
11,0,3,3,25000,10667,134.4
10,1,2,3,25000,10623,135.3
1,0,3,3,25000,10525,137.5
3,4,2,3,25000,10580,136.3
7,1,3,3,25000,10656,134.6
4,3,2,3,25000,10589,136.1
1,4,3,3,25000,10522,137.6
4,3,3,3,25000,10590,136.1
8,2,2,3,25000,10660,134.5
2,4,2,3,25000,10525,137.5
8,4,2,3,25000,10652,134.7
2,1,3,3,25000,10574,136.4
5,4,2,3,25000,10594,136.0
11,2,2,3,25000,10640,135.0
9,1,3,3,25000,10641,134.9
2,3,3,3,25000,10523,137.6
1,4,2,3,25000,10527,137.5
3,1,3,3,25000,10558,136.8
5,2,3,3,25000,10619,135.4
1,2,3,3,25000,10553,136.9
10,2,2,3,25000,10643,134.9
6,2,3,3,25000,10638,135.0
4,4,2,3,25000,10579,136.3
5,1,3,3,25000,10587,136.1
4,2,3,3,25000,10595,136.0
6,1,3,3,25000,10608,135.7
0,1,3,3,25000,10509,137.9
5,0,3,3,25000,10588,136.1
2,2,3,3,25000,10558,136.8
9,4,2,3,25000,10653,134.7
10,4,2,3,25000,10666,134.4
6,4,2,3,25000,10623,135.3
2,4,3,3,25000,10593,136.0
1,1,3,3,25000,10563,136.7
9,3,2,3,25000,10637,135.0
11,1,2,3,25000,10626,135.3
1,3,3,3,25000,10560,136.7
0,2,3,3,25000,10516,137.7
8,1,3,3,25000,10637,135.0
2,0,3,3,25000,10536,137.3
11,0,2,3,25000,10604,135.8
13,1,2,3,25000,10681,134.1
3,3,2,3,25000,10585,136.2
7,0,3,3,25000,10601,135.8
9,0,3,3,25000,10636,135.1
14,0,2,3,25000,10670,134.3
6,0,2,4,25000,10575,136.4
9,0,2,4,25000,10616,135.5
5,2,2,4,25000,10585,136.2
11,3,1,4,25000,10683,134.0
4,2,2,4,25000,10574,136.4
0,4,2,4,25000,10516,137.7
10,3,1,4,25000,10677,134.1
3,1,2,4,25000,10579,136.3
2,3,2,4,25000,10579,136.3
8,1,2,4,25000,10603,135.8
10,0,2,4,25000,10612,135.6
8,0,2,4,25000,10614,135.5
11,4,1,4,25000,10633,135.1
2,2,2,4,25000,10531,137.4
13,2,1,4,25000,10649,134.8
4,0,2,4,25000,10580,136.3
2,1,2,4,25000,10563,136.7
5,1,2,4,25000,10551,136.9
7,0,2,4,25000,10599,135.9
1,1,2,4,25000,10541,137.2
12,2,1,4,25000,10666,134.4
5,0,2,4,25000,10561,136.7
0,2,2,4,25000,10500,138.1
7,1,2,4,25000,10617,135.5
9,4,1,4,25000,10634,135.1
8,4,1,4,25000,10618,135.4
12,3,1,4,25000,10678,134.1
1,2,2,4,25000,10501,138.1
0,0,3,4,25000,10496,138.2
3,2,2,4,25000,10540,137.2
4,1,2,4,25000,10577,136.4
0,3,2,4,25000,10501,138.1
3,0,2,4,25000,10574,136.4
10,4,1,4,25000,10630,135.2
6,1,2,4,25000,10579,136.3
1,3,2,4,25000,10514,137.8
6,4,1,5,25000,10592,136.0
9,3,1,5,25000,10616,135.5
0,1,2,5,25000,10510,137.9
14,0,1,5,25000,10661,134.5
4,3,1,5,25000,10550,137.0
5,3,1,5,25000,10606,135.7
12,0,1,5,25000,10681,134.1
7,4,1,5,25000,10640,135.0
7,2,1,5,25000,10599,135.9
3,4,1,5,25000,10596,135.9
7,3,1,5,25000,10650,134.7
9,2,1,5,25000,10642,134.9
5,4,1,5,25000,10600,135.8
13,1,1,5,25000,10670,134.3
11,2,1,5,25000,10639,135.0
3,3,1,5,25000,10547,137.0
1,4,1,5,25000,10543,137.1
2,0,2,5,25000,10542,137.1
13,0,1,5,25000,10633,135.1
8,3,1,5,25000,10631,135.2
1,0,2,5,25000,10536,137.3
9,1,1,5,25000,10629,135.2
10,2,1,5,25000,10663,134.5
4,4,1,5,25000,10556,136.8
10,1,1,5,25000,10617,135.5
11,1,1,5,25000,10617,135.5
12,1,1,5,25000,10651,134.7
8,2,1,5,25000,10596,135.9
2,4,1,5,25000,10520,137.6
15,0,1,5,25000,10689,133.9
0,0,2,5,25000,10495,138.2
11,0,1,5,25000,10591,136.0
14,1,1,5,25000,10679,134.1
6,2,1,5,25000,10617,135.5
6,3,1,5,25000,10601,135.8
9,0,1,6,25000,10632,135.1
5,2,1,6,25000,10631,135.2
5,1,1,6,25000,10580,136.3
1,3,1,6,25000,10535,137.3
2,3,1,6,25000,10556,136.8
3,2,1,6,25000,10558,136.8
0,3,1,6,25000,10507,137.9
2,2,1,6,25000,10591,136.0
4,2,1,6,25000,10548,137.0
10,0,1,6,25000,10665,134.4
6,1,1,6,25000,10567,136.6
8,1,1,6,25000,10609,135.6
8,0,1,6,25000,10602,135.8
0,4,1,6,25000,10515,137.8
7,1,1,6,25000,10589,136.1
1,2,1,7,25000,10555,136.9
3,1,1,7,25000,10608,135.7
2,1,1,7,25000,10579,136.3
7,0,1,7,25000,10616,135.5
6,0,1,7,25000,10580,136.3
5,0,1,7,25000,10640,135.0
4,1,1,7,25000,10571,136.5
0,2,1,7,25000,10526,137.5
1,1,1,8,25000,10557,136.8
4,0,1,8,25000,10576,136.4
12,4,0,8,25000,10630,135.2
0,1,1,8,25000,10594,136.0
10,4,0,8,25000,10630,135.2
11,4,0,8,25000,10675,134.2
13,3,0,8,25000,10712,133.4
3,0,1,8,25000,10723,133.1
11,3,0,9,25000,10679,134.1
2,0,1,9,25000,11234,122.5
1,0,1,9,25000,11665,114.3
8,4,0,9,25000,10654,134.7
12,3,0,9,25000,10637,135.0
14,2,0,9,25000,10671,134.3
9,4,0,9,25000,10661,134.5
10,3,0,10,25000,10836,130.7
12,2,0,10,25000,11268,121.9
9,3,0,10,25000,11235,122.5
13,2,0,10,25000,10944,128.4
15,1,0,10,25000,11205,123.1
6,4,0,10,25000,11322,120.8
7,4,0,10,25000,10990,127.5
0,0,1,10,25000,12424,101.2
5,4,0,11,25000,11657,114.5
11,2,0,11,25000,11613,115.3
8,3,0,11,25000,11622,115.1
14,1,0,11,25000,11575,116.0
10,2,0,11,25000,12230,104.4
13,1,0,11,25000,12221,104.6
16,0,0,11,25000,12114,106.4
12,1,0,12,25000,12848,94.6
4,4,0,12,25000,12360,102.3
3,4,0,12,25000,13185,89.6
7,3,0,12,25000,12348,102.5
15,0,0,12,25000,12831,94.8
5,3,0,13,25000,13892,80.0
8,2,0,13,25000,13761,81.7
13,0,0,14,25000,14717,69.9
10,1,0,14,25000,14714,69.9
